,acc
0,0.84728
1,0.85216
2,0.85288
3,0.85076
4,0.85452
5,0.85368
6,0.85156
7,0.85524
8,0.85612
9,0.85616
10,0.8548
11,0.85732
12,0.8554
13,0.855
14,0.85784
15,0.85832
16,0.85812
17,0.85868
18,0.8544
19,0.86088
20,0.8584
21,0.85848
22,0.85716
23,0.85828
24,0.85904
25,0.85584
26,0.85856
27,0.85928
28,0.85792
29,0.86024
30,0.86072
31,0.86084
32,0.85652
33,0.8638
34,0.8604
35,0.8604
36,0.86144
37,0.86068
38,0.86284
39,0.86116
40,0.86056
41,0.86316
42,0.86036
43,0.86104
44,0.85436
45,0.86124
46,0.85948
47,0.8632
48,0.86324
49,0.86312
50,0.86248
51,0.86488
52,0.8642
53,0.86376
54,0.86164
55,0.86532
56,0.8634
57,0.86528
58,0.86148
59,0.86612
60,0.8652
61,0.86548
62,0.86116
63,0.86328
64,0.86128
65,0.86392
66,0.8614
67,0.86504
68,0.86012
69,0.86448
70,0.86504
71,0.86492
72,0.86372
73,0.86124
74,0.86308
75,0.86588
76,0.86452
77,0.86384
78,0.86292
79,0.86496
80,0.8642
81,0.86424
82,0.86596
83,0.86356
84,0.86572
85,0.86608
86,0.86688
87,0.86584
88,0.86504
89,0.86636
90,0.86216
91,0.86732
92,0.86544
93,0.86888
94,0.8656
95,0.8654
96,0.86436
97,0.8652
98,0.8638
99,0.866
100,0.86044
101,0.86476
102,0.867
103,0.8618
104,0.86388
105,0.86676
106,0.86664
107,0.86776
108,0.85988
109,0.86292
110,0.86832
111,0.86644
112,0.86536
113,0.8662
114,0.86628
115,0.86752
116,0.86416
117,0.86496
118,0.86248
119,0.86688
120,0.867
121,0.8608
122,0.86628
123,0.86512
124,0.86688
125,0.86708
126,0.85972
127,0.86592
128,0.86288
129,0.86172
130,0.86664
131,0.8666
132,0.86428
133,0.86608
134,0.867
135,0.8666
136,0.86524
137,0.86212
138,0.86168
139,0.8598
140,0.86116
141,0.86052
142,0.86216
143,0.85928
144,0.86448
145,0.86652
146,0.86396
147,0.85996
148,0.86372
