,acc
0,0.75936
1,0.83072
2,0.83848
3,0.83736
4,0.84072
5,0.84088
6,0.84256
7,0.84404
8,0.84784
9,0.84832
10,0.84956
11,0.85088
12,0.84952
13,0.84892
14,0.84968
15,0.84988
16,0.849
17,0.84912
18,0.85348
19,0.84836
20,0.84932
21,0.85112
22,0.85132
23,0.85024
24,0.85284
25,0.85452
26,0.85284
27,0.85424
28,0.85544
29,0.85324
30,0.85084
31,0.85388
32,0.85312
33,0.854
34,0.85512
35,0.85452
36,0.85484
37,0.85484
38,0.85408
39,0.85528
40,0.85636
41,0.85408
42,0.85564
43,0.85564
44,0.85712
45,0.85716
46,0.85484
47,0.8522
48,0.85304
49,0.855
50,0.85312
51,0.85664
52,0.85564
53,0.85648
54,0.85672
55,0.85604
56,0.85664
57,0.85472
58,0.85544
59,0.85672
60,0.85576
61,0.85548
62,0.85392
63,0.85432
64,0.85244
65,0.85404
66,0.85536
67,0.85656
68,0.85364
69,0.85768
70,0.85592
71,0.85432
72,0.85624
73,0.85776
74,0.85332
75,0.85604
76,0.85428
77,0.85708
78,0.85304
79,0.85784
80,0.85624
81,0.85424
82,0.85448
83,0.85728
84,0.85756
85,0.85588
86,0.85668
87,0.85484
88,0.85436
89,0.85672
90,0.85604
91,0.8536
92,0.85628
93,0.8574
94,0.85516
95,0.85252
96,0.85692
97,0.85492
98,0.85536
99,0.8566
100,0.85684
101,0.85864
102,0.85568
103,0.8554
104,0.8568
105,0.85588
106,0.85744
107,0.85716
108,0.85456
109,0.85816
110,0.85372
111,0.85612
112,0.85808
113,0.85744
114,0.8582
115,0.85804
116,0.8568
117,0.854
118,0.85728
119,0.8592
120,0.85844
121,0.85932
122,0.8582
123,0.8572
124,0.85916
125,0.85588
126,0.85948
127,0.85752
128,0.8578
129,0.8582
130,0.85956
131,0.85804
132,0.85732
133,0.8604
134,0.8568
135,0.8582
136,0.86012
137,0.85748
138,0.85972
139,0.85924
140,0.86012
141,0.86056
142,0.85996
143,0.85792
144,0.86048
145,0.85344
146,0.85992
147,0.85832
148,0.8612
149,0.86024
150,0.85996
151,0.8612
152,0.86076
153,0.8614
154,0.85836
