,acc
0,0.75936
1,0.833
2,0.8382
3,0.8372
4,0.84032
5,0.84508
6,0.84524
7,0.847
8,0.84824
9,0.84628
10,0.84976
11,0.8504
12,0.85272
13,0.85228
14,0.85108
15,0.85148
16,0.84908
17,0.85408
18,0.85248
19,0.85372
20,0.8532
21,0.85512
22,0.85112
23,0.85124
24,0.85168
25,0.85532
26,0.85188
27,0.85596
28,0.85508
29,0.85556
30,0.85504
31,0.8514
32,0.85412
33,0.85572
34,0.85424
35,0.85412
36,0.856
37,0.8556
38,0.8574
39,0.8522
40,0.85728
41,0.85696
42,0.857
43,0.85512
44,0.8566
45,0.85464
46,0.856
47,0.85628
48,0.85604
49,0.8554
50,0.85912
51,0.85916
52,0.85944
53,0.85808
54,0.8574
55,0.86052
56,0.86044
57,0.85852
58,0.85704
59,0.85848
60,0.85948
61,0.85168
62,0.85956
63,0.85852
64,0.85732
65,0.85952
66,0.85916
67,0.85576
68,0.85836
69,0.86024
70,0.85968
71,0.85608
72,0.85592
73,0.85996
74,0.8604
75,0.85928
76,0.86024
77,0.85872
78,0.857
79,0.8586
80,0.85724
81,0.85964
82,0.85976
83,0.85908
84,0.86136
85,0.857
86,0.85856
87,0.85972
88,0.86072
89,0.85984
90,0.85472
91,0.85816
92,0.86084
93,0.86116
94,0.86108
95,0.85712
96,0.8602
97,0.86036
98,0.85932
99,0.857
100,0.85928
101,0.86064
102,0.85856
103,0.8606
104,0.86104
105,0.85772
106,0.86148
107,0.85732
108,0.85684
109,0.86004
110,0.862
111,0.85796
112,0.8612
113,0.86064
114,0.86244
115,0.86336
116,0.86296
117,0.86048
118,0.86352
119,0.86224
120,0.86188
121,0.86116
122,0.86156
123,0.86124
124,0.8634
125,0.8622
126,0.8586
127,0.86284
128,0.85992
129,0.86316
130,0.85912
131,0.86436
132,0.85476
133,0.86312
134,0.86292
135,0.85912
136,0.86344
137,0.86348
138,0.86068
139,0.86192
140,0.85944
141,0.86252
142,0.86072
143,0.85948
144,0.8618
145,0.8626
146,0.86076
147,0.86012
148,0.86256
149,0.86248
150,0.86376
151,0.86364
152,0.86432
153,0.86472
154,0.8612
155,0.86404
156,0.86432
157,0.86156
158,0.86412
159,0.86304
160,0.85992
161,0.86092
162,0.85888
163,0.8616
164,0.85916
165,0.86408
166,0.86344
167,0.86324
168,0.8606
169,0.86304
170,0.86504
171,0.86132
172,0.8646
173,0.86228
174,0.86516
175,0.86424
176,0.86532
177,0.86536
178,0.8614
179,0.86128
180,0.86492
181,0.86524
182,0.86432
183,0.8636
184,0.86256
185,0.86556
186,0.8644
187,0.86188
188,0.86044
189,0.86452
190,0.86456
191,0.86444
