,acc
0,0.82196
1,0.8346
2,0.84
3,0.84504
4,0.84772
5,0.84864
6,0.84968
7,0.84908
8,0.84956
9,0.84888
10,0.8504
11,0.85088
12,0.851
13,0.85028
14,0.85068
15,0.85204
16,0.85152
17,0.85116
18,0.85208
19,0.8518
20,0.85152
21,0.8528
22,0.85184
23,0.85228
24,0.85268
25,0.85268
26,0.85328
27,0.85264
28,0.85292
29,0.85368
30,0.85252
31,0.85232
32,0.85184
33,0.8522
34,0.85384
35,0.85192
36,0.854
37,0.8538
38,0.85268
39,0.85344
40,0.85296
41,0.85352
42,0.85432
43,0.85404
44,0.85356
45,0.85376
46,0.8544
47,0.85448
48,0.85436
49,0.85456
50,0.85532
51,0.85392
52,0.85468
53,0.85504
54,0.85412
55,0.8542
56,0.854
57,0.85468
58,0.855
59,0.85476
60,0.85496
61,0.85408
62,0.85476
63,0.8552
64,0.8552
65,0.85576
66,0.85412
67,0.85492
68,0.85384
69,0.85552
70,0.85604
71,0.85556
72,0.85668
73,0.856
74,0.85668
75,0.85676
76,0.85636
77,0.85572
78,0.85628
79,0.85752
80,0.8568
81,0.85728
82,0.85652
83,0.85628
84,0.85716
85,0.85684
86,0.85696
87,0.85656
88,0.8574
89,0.85616
90,0.85796
91,0.8582
92,0.85824
93,0.858
94,0.85808
95,0.85744
96,0.85784
97,0.85768
98,0.85616
99,0.858
100,0.85764
101,0.85768
102,0.85796
103,0.8586
104,0.85836
105,0.85808
106,0.85756
107,0.85832
108,0.85724
109,0.85776
110,0.85844
111,0.85816
112,0.8584
113,0.85912
114,0.85852
115,0.85912
116,0.85788
117,0.85864
118,0.85948
119,0.85908
120,0.85908
121,0.85912
122,0.8586
123,0.85948
124,0.85852
125,0.85924
126,0.8604
127,0.85992
128,0.85912
129,0.85936
130,0.85964
131,0.85932
132,0.85948
133,0.85912
134,0.8586
135,0.85876
136,0.86084
137,0.85964
138,0.85908
139,0.85916
140,0.85992
141,0.85928
142,0.86012
143,0.85928
144,0.86068
145,0.8584
146,0.85924
147,0.8596
148,0.86068
149,0.86012
150,0.86124
151,0.8604
152,0.86036
153,0.86116
154,0.85952
155,0.86056
156,0.86136
157,0.86128
158,0.86164
159,0.86136
160,0.8614
161,0.8602
162,0.8604
163,0.86172
164,0.86056
165,0.8618
166,0.85936
167,0.86076
168,0.86116
169,0.8616
170,0.8614
171,0.86136
172,0.8616
173,0.86088
174,0.86028
175,0.86184
176,0.86232
177,0.86152
178,0.86132
179,0.86236
180,0.86132
181,0.86064
182,0.86176
183,0.8624
184,0.8612
185,0.86112
186,0.86112
187,0.86188
188,0.86192
189,0.8614
190,0.86192
191,0.86224
192,0.86164
193,0.8626
194,0.86192
195,0.86068
196,0.86024
197,0.86168
198,0.86312
199,0.86064
200,0.86252
201,0.8608
202,0.86004
203,0.86288
204,0.86216
205,0.86244
206,0.86212
207,0.86024
208,0.86288
209,0.86112
210,0.86288
211,0.8626
212,0.862
213,0.86332
214,0.86244
215,0.86296
216,0.86192
217,0.86228
218,0.8618
219,0.86104
