,acc
0,0.84848
1,0.8528
2,0.84836
3,0.856
4,0.85532
5,0.85612
6,0.85448
7,0.85644
8,0.85664
9,0.85908
10,0.86196
11,0.85988
12,0.85504
13,0.86024
14,0.86164
15,0.86076
16,0.86452
17,0.86304
18,0.8618
19,0.86436
20,0.8616
21,0.86264
22,0.86536
23,0.8704
24,0.86752
25,0.85948
26,0.86652
27,0.86752
28,0.86796
29,0.86776
30,0.86908
31,0.86576
32,0.86876
33,0.87016
34,0.87092
35,0.86512
36,0.86152
37,0.8704
38,0.87268
39,0.87248
40,0.87412
41,0.87048
42,0.87364
43,0.87328
44,0.86184
45,0.87088
46,0.87484
47,0.87628
48,0.87568
49,0.87348
50,0.87632
51,0.87172
52,0.8798
53,0.87348
54,0.87756
55,0.87624
56,0.8788
57,0.87476
58,0.87824
59,0.87548
60,0.8806
61,0.87984
62,0.87704
63,0.88036
64,0.88208
65,0.87904
66,0.87464
67,0.8778
68,0.88016
69,0.87904
70,0.88104
71,0.88148
72,0.88104
73,0.87968
74,0.88292
75,0.87896
76,0.88408
77,0.88064
78,0.88348
79,0.887
80,0.884
81,0.88176
82,0.88532
83,0.88832
84,0.88548
85,0.88544
86,0.88504
87,0.88268
88,0.88476
89,0.8914
90,0.8846
91,0.89024
92,0.88596
93,0.88284
94,0.88352
95,0.88244
96,0.88684
97,0.88296
98,0.88524
99,0.891
100,0.8838
101,0.88768
102,0.89124
103,0.88996
104,0.89008
105,0.88232
106,0.88592
107,0.88792
108,0.89
109,0.89276
110,0.88572
111,0.886
112,0.89192
113,0.88936
114,0.88508
115,0.88664
116,0.88944
117,0.88824
118,0.88696
119,0.88704
120,0.88148
121,0.89276
122,0.88804
123,0.8872
124,0.89008
125,0.88392
126,0.8912
127,0.879
128,0.88768
129,0.88936
130,0.89424
131,0.8932
132,0.88936
133,0.88656
134,0.89236
135,0.88736
136,0.8914
137,0.89216
138,0.89368
139,0.88588
140,0.88932
141,0.8794
142,0.88424
143,0.88872
144,0.8914
145,0.88844
146,0.883
147,0.88412
148,0.8882
149,0.88952
150,0.89404
151,0.88876
152,0.8876
153,0.8914
154,0.88072
155,0.88096
156,0.88816
157,0.8854
158,0.888
159,0.88384
160,0.88616
161,0.88648
162,0.88524
163,0.88184
164,0.8764
165,0.88184
