,acc
0,0.75936
1,0.818
2,0.83404
3,0.84152
4,0.8438
5,0.84704
6,0.84712
7,0.8482
8,0.8482
9,0.84924
10,0.84852
11,0.8496
12,0.85016
13,0.85048
14,0.85004
15,0.84984
16,0.85052
17,0.85088
18,0.85156
19,0.85156
20,0.85108
21,0.8522
22,0.8508
23,0.85268
24,0.85224
25,0.85332
26,0.85244
27,0.85304
28,0.85236
29,0.85212
30,0.85356
31,0.85412
32,0.85336
33,0.85192
34,0.8546
35,0.85516
36,0.8546
37,0.85484
38,0.85528
39,0.85496
40,0.85364
41,0.8558
42,0.85544
43,0.85488
44,0.855
45,0.8562
46,0.85556
47,0.856
48,0.85564
49,0.8566
50,0.85576
51,0.85624
52,0.85396
53,0.85564
54,0.85624
55,0.85668
56,0.85716
57,0.85552
58,0.85592
59,0.85608
60,0.8554
61,0.85688
62,0.85676
63,0.85688
64,0.85696
65,0.85484
66,0.8574
67,0.8562
68,0.85508
69,0.85728
70,0.85696
71,0.8564
72,0.85752
73,0.8556
74,0.85648
75,0.85828
76,0.8576
77,0.8568
78,0.8576
79,0.85768
80,0.859
81,0.85672
82,0.85628
83,0.85792
84,0.85728
85,0.85716
86,0.85796
87,0.85804
88,0.8584
89,0.85684
90,0.85876
91,0.85776
92,0.85724
93,0.8584
94,0.85832
95,0.85824
96,0.85812
97,0.85932
98,0.8578
99,0.85788
100,0.85828
101,0.8582
102,0.85788
103,0.85728
104,0.85788
105,0.85908
106,0.85868
107,0.85952
108,0.85992
109,0.85932
110,0.85904
111,0.85972
112,0.85924
113,0.85868
114,0.8592
115,0.85856
116,0.86032
117,0.85808
118,0.85832
119,0.8596
120,0.85976
121,0.85932
122,0.85992
123,0.85988
124,0.85776
125,0.86064
126,0.85852
127,0.85892
128,0.8606
129,0.85976
130,0.86064
131,0.86084
132,0.8596
133,0.85924
134,0.85756
135,0.86076
136,0.8604
137,0.85948
138,0.8612
139,0.86144
140,0.85776
141,0.8606
142,0.86032
143,0.86048
144,0.85988
145,0.86076
146,0.85908
147,0.86064
148,0.85928
149,0.8602
150,0.8584
151,0.8592
152,0.86084
153,0.86116
154,0.8584
155,0.86044
156,0.85928
157,0.86048
158,0.86036
159,0.85924
160,0.86088
161,0.8604
162,0.86012
163,0.86052
164,0.86108
165,0.86088
166,0.8604
167,0.86036
168,0.85976
169,0.86048
170,0.86048
171,0.8604
172,0.86164
173,0.8604
174,0.8608
175,0.86044
176,0.86024
177,0.8616
178,0.86012
179,0.86128
180,0.86104
181,0.86012
182,0.86096
183,0.86188
184,0.85804
185,0.86024
186,0.8602
187,0.85932
188,0.86056
189,0.86104
190,0.8604
191,0.86124
192,0.86092
193,0.86096
194,0.8602
195,0.8606
196,0.8604
197,0.85964
198,0.85996
