,acc
0,0.84644
1,0.84932
2,0.8522
3,0.85196
4,0.85588
5,0.85584
6,0.8566
7,0.8576
8,0.85948
9,0.85808
10,0.85968
11,0.85856
12,0.86176
13,0.8588
14,0.8616
15,0.86488
16,0.86404
17,0.86536
18,0.86612
19,0.86416
20,0.86484
21,0.86732
22,0.86932
23,0.8654
24,0.8648
25,0.86916
26,0.86628
27,0.86936
28,0.866
29,0.87172
30,0.87376
31,0.87168
32,0.87524
33,0.87588
34,0.8732
35,0.87524
36,0.87688
37,0.87352
38,0.8766
39,0.87628
40,0.87752
41,0.87656
42,0.8788
43,0.87764
44,0.879
45,0.88064
46,0.88076
47,0.88252
48,0.88176
49,0.88264
50,0.88184
51,0.88436
52,0.88252
53,0.88116
54,0.88176
55,0.88356
56,0.88452
57,0.8878
58,0.88496
59,0.88684
60,0.88304
61,0.88444
62,0.88688
63,0.88952
64,0.88972
65,0.89084
66,0.88492
67,0.887
68,0.88964
69,0.8928
70,0.88288
71,0.89224
72,0.894
73,0.88668
74,0.89152
75,0.89272
76,0.89428
77,0.89332
78,0.89456
79,0.89572
80,0.88972
81,0.89484
82,0.89496
83,0.89152
84,0.89616
85,0.8968
86,0.90048
87,0.89556
88,0.89748
89,0.89572
90,0.89704
91,0.90232
92,0.90084
93,0.89688
94,0.89252
95,0.90248
96,0.90316
97,0.89856
98,0.8986
99,0.89828
100,0.90188
101,0.9028
102,0.9054
103,0.90048
104,0.89804
105,0.8994
106,0.89804
107,0.9032
108,0.90356
109,0.9028
110,0.90336
111,0.9044
112,0.90536
113,0.90248
114,0.90276
115,0.9068
116,0.90608
117,0.90112
118,0.90216
119,0.90436
120,0.90696
121,0.9062
122,0.9086
123,0.90396
124,0.90492
125,0.91112
126,0.90664
127,0.9068
128,0.9098
129,0.90308
130,0.90076
131,0.9094
132,0.90672
133,0.9026
134,0.90456
135,0.90484
136,0.90228
137,0.91132
138,0.90848
139,0.90676
140,0.90444
141,0.9058
142,0.91192
143,0.91036
144,0.91068
145,0.9088
146,0.91264
147,0.91116
148,0.90824
149,0.90928
150,0.91276
151,0.91076
152,0.90816
153,0.91244
154,0.90668
155,0.9026
156,0.9096
157,0.90848
158,0.91268
159,0.90628
160,0.9106
161,0.91148
162,0.91348
163,0.90816
164,0.90776
165,0.91472
166,0.91356
167,0.90624
168,0.91296
169,0.91232
170,0.90732
171,0.9132
172,0.90804
173,0.91864
174,0.91068
175,0.9136
176,0.91288
177,0.91384
178,0.91664
179,0.91268
180,0.91276
181,0.91232
182,0.91808
183,0.91068
184,0.9086
185,0.91376
186,0.91468
187,0.9144
188,0.91512
189,0.9118
190,0.91332
191,0.91432
192,0.91784
193,0.91668
194,0.91504
195,0.91152
196,0.91468
197,0.918
198,0.91672
199,0.91708
200,0.91428
201,0.92056
202,0.91628
203,0.9104
204,0.91336
205,0.91824
206,0.91772
207,0.913
208,0.91728
209,0.91584
210,0.9178
211,0.918
212,0.91784
213,0.9158
214,0.91716
215,0.91996
216,0.91232
217,0.91988
218,0.91936
219,0.91512
220,0.91992
221,0.91388
222,0.91796
223,0.92108
224,0.91728
225,0.915
226,0.92108
227,0.92272
228,0.91552
229,0.91008
230,0.92032
231,0.91956
232,0.91752
233,0.91788
234,0.9166
235,0.91676
236,0.91524
237,0.92236
238,0.91648
239,0.92088
240,0.91916
241,0.91424
242,0.92296
243,0.91836
244,0.91836
245,0.91184
246,0.92212
247,0.92008
248,0.91264
249,0.92016
250,0.91604
251,0.92092
252,0.91896
253,0.92028
254,0.9208
255,0.92028
256,0.91964
257,0.92004
258,0.91888
259,0.91808
260,0.91164
261,0.91688
262,0.91728
263,0.91704
264,0.91676
265,0.91388
266,0.91284
267,0.92216
268,0.9224
269,0.91856
270,0.92224
271,0.9198
272,0.92004
273,0.92216
274,0.91872
275,0.91668
276,0.92244
277,0.92148
278,0.9208
279,0.9228
280,0.92444
281,0.91912
282,0.92196
283,0.91764
284,0.92288
285,0.91844
286,0.92112
287,0.919
288,0.92136
289,0.91996
290,0.91932
291,0.923
292,0.91856
293,0.91876
294,0.9138
295,0.92504
296,0.91948
297,0.91832
298,0.92244
299,0.92172
300,0.92064
301,0.92156
302,0.92212
303,0.91424
304,0.91688
305,0.91992
306,0.91936
307,0.9246
308,0.91976
309,0.92356
310,0.9194
311,0.9258
312,0.91388
313,0.92488
314,0.92616
315,0.91528
316,0.92064
317,0.9158
318,0.9202
319,0.92208
320,0.91764
321,0.92216
322,0.9216
323,0.92312
324,0.92276
325,0.92196
326,0.92628
327,0.9254
328,0.92276
329,0.92128
330,0.91924
331,0.92524
332,0.91376
333,0.91556
334,0.92084
335,0.91872
336,0.9202
337,0.92236
338,0.91968
339,0.92132
340,0.91872
341,0.9276
342,0.92584
343,0.92452
344,0.92108
345,0.92416
346,0.92628
347,0.91944
348,0.92556
349,0.92032
350,0.92256
351,0.91792
352,0.92288
353,0.92444
354,0.92204
355,0.92392
356,0.92532
357,0.91988
358,0.91428
359,0.92332
360,0.92524
361,0.91952
362,0.91796
363,0.92412
364,0.9212
365,0.9218
366,0.92208
367,0.92584
368,0.9166
369,0.90876
370,0.91844
371,0.92012
372,0.924
373,0.9256
374,0.92032
375,0.92296
376,0.92308
377,0.92316
378,0.91896
379,0.92116
380,0.92284
381,0.92288
382,0.9202
383,0.92584
384,0.92588
385,0.92152
386,0.9204
387,0.91768
388,0.919
389,0.9254
390,0.92512
391,0.91972
392,0.92376
393,0.91824
394,0.92232
395,0.92732
396,0.92296
397,0.92424
398,0.92208
399,0.92184
400,0.92084
401,0.92128
402,0.91936
