,acc
0,0.75936
1,0.75936
2,0.75936
3,0.82724
4,0.83712
5,0.83828
6,0.8446
7,0.84812
8,0.84436
9,0.84672
10,0.84572
11,0.84768
12,0.84812
13,0.843
14,0.843
15,0.84488
16,0.84896
17,0.84928
18,0.84796
19,0.84884
20,0.85096
21,0.84744
22,0.84936
23,0.84924
24,0.84796
25,0.85104
26,0.84576
27,0.84844
28,0.84816
29,0.85092
30,0.85008
31,0.85004
32,0.85164
33,0.8502
34,0.85184
35,0.84852
36,0.8516
37,0.84928
38,0.85044
39,0.85024
40,0.85156
41,0.85148
42,0.85064
43,0.85044
44,0.85012
45,0.85028
46,0.8484
47,0.85016
48,0.85236
49,0.85124
50,0.85112
51,0.85344
52,0.85036
53,0.85108
54,0.8532
55,0.85516
56,0.85248
57,0.8502
58,0.85012
59,0.8526
60,0.85444
61,0.85276
62,0.85092
63,0.85156
64,0.8516
65,0.85048
66,0.8542
67,0.85276
68,0.85408
69,0.8506
70,0.85072
71,0.85144
72,0.85308
73,0.85096
74,0.85052
75,0.85096
76,0.85052
77,0.85256
78,0.85304
79,0.85284
80,0.8506
81,0.85052
82,0.85132
83,0.85196
84,0.85144
85,0.85032
86,0.8518
87,0.85348
88,0.85096
89,0.8538
90,0.85368
91,0.8426
92,0.85228
93,0.85356
94,0.85228
95,0.853
96,0.8534
97,0.84948
98,0.8542
99,0.85604
100,0.85576
101,0.85512
102,0.85404
103,0.85556
104,0.85096
105,0.85032
106,0.85504
107,0.85048
108,0.85104
109,0.8528
110,0.85556
111,0.85224
112,0.85396
113,0.85276
114,0.85336
115,0.8534
116,0.8524
117,0.85308
118,0.85252
119,0.8496
120,0.85208
121,0.853
122,0.85428
123,0.85448
124,0.85208
125,0.85156
126,0.85456
127,0.85516
128,0.85016
129,0.85472
130,0.8544
131,0.8546
132,0.85432
133,0.8534
134,0.85216
135,0.85216
136,0.8544
137,0.8548
138,0.85728
139,0.85416
140,0.85372
141,0.85712
142,0.854
143,0.8554
144,0.85572
145,0.85404
146,0.85584
147,0.85604
148,0.85132
149,0.85404
150,0.85484
151,0.85584
152,0.85512
153,0.8552
154,0.85596
155,0.8528
156,0.85392
157,0.856
158,0.8552
159,0.854
160,0.85544
161,0.855
162,0.85592
163,0.85608
164,0.85644
165,0.85516
166,0.85524
167,0.85216
168,0.8552
169,0.8542
170,0.8564
171,0.85644
172,0.8572
173,0.85624
174,0.8564
175,0.856
176,0.8548
177,0.85652
178,0.85592
179,0.85532
180,0.8558
181,0.85756
182,0.85676
183,0.85156
184,0.85336
185,0.85548
186,0.85492
187,0.8558
188,0.85724
189,0.8588
190,0.85672
191,0.85776
192,0.85604
193,0.85584
194,0.8568
195,0.85792
196,0.8568
197,0.85664
198,0.8582
199,0.85896
200,0.85564
201,0.85736
202,0.85812
203,0.85468
204,0.85604
205,0.85504
206,0.85604
207,0.85752
208,0.85736
209,0.85852
210,0.85684
211,0.85544
212,0.85756
213,0.85692
214,0.85328
215,0.8556
216,0.85332
217,0.85712
218,0.85368
219,0.85788
220,0.85536
221,0.85668
222,0.85848
223,0.85776
224,0.85756
225,0.85376
226,0.85368
227,0.85872
228,0.85712
229,0.8564
230,0.85432
231,0.85612
232,0.8562
233,0.85464
234,0.8558
235,0.85804
236,0.85588
237,0.85324
238,0.85444
239,0.85668
240,0.857
241,0.8566
242,0.85804
243,0.85888
244,0.85832
245,0.85452
246,0.85824
247,0.85632
248,0.8588
249,0.85816
250,0.85752
251,0.85748
252,0.85628
253,0.85572
254,0.85784
255,0.85592
256,0.85528
257,0.8572
258,0.85604
259,0.85848
260,0.85764
261,0.85648
262,0.85736
263,0.85772
264,0.85492
265,0.85824
266,0.85936
267,0.8594
268,0.8596
269,0.85708
270,0.85836
271,0.8598
272,0.85864
273,0.8598
274,0.85592
275,0.85748
276,0.85912
277,0.85644
278,0.85396
279,0.85692
280,0.85712
281,0.85896
282,0.85848
283,0.86036
284,0.85988
285,0.85912
286,0.85992
287,0.85984
288,0.85748
289,0.859
290,0.8602
291,0.85984
292,0.85676
293,0.85788
294,0.85964
295,0.85596
296,0.85676
297,0.85804
298,0.8578
299,0.85872
300,0.858
301,0.85544
302,0.85944
303,0.85896
304,0.85904
305,0.86092
306,0.85892
307,0.86064
308,0.85936
309,0.85904
310,0.85956
311,0.85944
312,0.85764
313,0.85856
314,0.85844
315,0.85784
316,0.8562
317,0.85864
318,0.85864
319,0.8588
320,0.8554
321,0.85404
322,0.85864
323,0.858
324,0.85836
325,0.8562
326,0.85812
327,0.85784
328,0.8586
329,0.8566
330,0.85876
331,0.86044
332,0.85972
333,0.85932
334,0.86096
335,0.86068
336,0.85868
337,0.85988
338,0.85608
339,0.85812
340,0.857
341,0.85764
342,0.85832
343,0.85736
344,0.8596
345,0.8576
346,0.85936
347,0.8594
348,0.86084
349,0.85836
350,0.86004
351,0.86088
352,0.85812
353,0.85864
354,0.85464
355,0.8496
356,0.85768
357,0.85784
358,0.85808
359,0.85856
360,0.858
361,0.85888
362,0.86012
363,0.86048
364,0.85828
365,0.85792
366,0.85776
367,0.85688
368,0.8566
369,0.85656
370,0.85824
371,0.85584
372,0.85824
373,0.85868
374,0.85844
375,0.86024
376,0.8602
377,0.85792
378,0.85924
379,0.85864
380,0.85992
381,0.86
382,0.85828
383,0.8562
384,0.85792
385,0.85688
386,0.85948
387,0.86008
388,0.85812
389,0.86004
390,0.85888
391,0.85948
392,0.859
393,0.8528
394,0.85764
395,0.85756
396,0.85976
397,0.85964
398,0.861
399,0.85868
400,0.8578
401,0.8548
402,0.85952
403,0.85844
404,0.85808
405,0.85968
406,0.86068
407,0.85988
408,0.85992
409,0.85992
410,0.86068
411,0.86252
412,0.86048
413,0.85752
414,0.85592
415,0.85944
416,0.86076
417,0.86052
418,0.85868
419,0.85924
420,0.858
421,0.85868
422,0.86132
423,0.86088
424,0.85816
425,0.85764
426,0.8538
427,0.86004
428,0.85712
429,0.85828
430,0.86008
431,0.86004
432,0.85956
433,0.86084
434,0.86052
435,0.86064
436,0.86288
437,0.86284
438,0.86028
439,0.85912
440,0.86004
441,0.86096
442,0.8624
443,0.86244
444,0.86268
445,0.86276
446,0.86092
447,0.85644
448,0.86268
449,0.86088
450,0.861
451,0.86
452,0.86184
453,0.86092
454,0.85996
455,0.861
456,0.86072
457,0.85744
458,0.85576
459,0.85944
460,0.86048
461,0.86136
462,0.86028
463,0.85812
464,0.85888
465,0.85876
466,0.85944
467,0.85956
468,0.85964
469,0.8594
470,0.85888
471,0.85588
472,0.85912
473,0.86072
474,0.85976
475,0.86124
476,0.85884
477,0.86064
478,0.86028
479,0.85964
480,0.85988
481,0.8606
482,0.86124
483,0.85888
484,0.86008
485,0.86152
486,0.8616
487,0.862
488,0.86016
489,0.86108
490,0.86004
491,0.86176
492,0.8616
493,0.86248
494,0.86016
495,0.85396
496,0.86108
497,0.86196
498,0.86076
499,0.86076
