,acc
0,0.75936
1,0.75936
2,0.75936
3,0.75936
4,0.75936
5,0.75936
6,0.75936
7,0.82732
8,0.8344
9,0.8378
10,0.83808
11,0.83996
12,0.8412
13,0.84208
14,0.84252
15,0.842
16,0.84224
17,0.8422
18,0.84332
19,0.84412
20,0.84468
21,0.84392
22,0.8444
23,0.84372
24,0.84532
25,0.84556
26,0.84576
27,0.8462
28,0.84816
29,0.84724
30,0.84892
31,0.84996
32,0.85024
33,0.85164
34,0.85116
35,0.85184
36,0.85104
37,0.8516
38,0.85092
39,0.85284
40,0.85232
41,0.85184
42,0.85264
43,0.85184
44,0.8536
45,0.8534
46,0.85244
47,0.8532
48,0.8532
49,0.85392
50,0.854
51,0.85392
52,0.85336
53,0.85484
54,0.85424
55,0.85508
56,0.85516
57,0.85516
58,0.85356
59,0.85392
60,0.85524
61,0.855
62,0.85464
63,0.85408
64,0.85492
65,0.8546
66,0.85568
67,0.85516
68,0.85456
69,0.8546
70,0.85516
71,0.8548
72,0.85484
73,0.85612
74,0.85592
75,0.85488
76,0.85544
77,0.85536
78,0.8546
79,0.85472
80,0.85552
81,0.85608
82,0.85608
83,0.85636
84,0.85476
85,0.85584
86,0.8562
87,0.85492
88,0.85568
89,0.85488
90,0.854
91,0.85484
92,0.85508
93,0.85484
94,0.85628
95,0.85604
96,0.85568
97,0.85484
98,0.85624
99,0.8556
100,0.85556
101,0.85692
102,0.85636
103,0.85536
104,0.85604
105,0.85504
106,0.856
107,0.85548
108,0.85712
109,0.85664
110,0.85604
111,0.85676
112,0.85604
113,0.85748
114,0.85288
115,0.85692
116,0.85712
117,0.85508
118,0.8574
119,0.85772
120,0.85616
121,0.85692
122,0.85732
123,0.85568
124,0.85604
125,0.85664
126,0.85656
127,0.857
128,0.85692
129,0.857
130,0.858
131,0.858
132,0.8574
133,0.85612
134,0.85464
135,0.85684
136,0.85736
137,0.85752
138,0.85768
139,0.85676
140,0.85752
141,0.8574
142,0.85764
143,0.85868
144,0.85772
145,0.85748
146,0.85604
147,0.85712
148,0.85776
149,0.85784
150,0.85676
151,0.85864
152,0.85768
153,0.8568
154,0.858
155,0.85716
156,0.85608
157,0.85508
158,0.85784
159,0.8586
160,0.85868
161,0.85852
162,0.85868
163,0.85764
164,0.85788
165,0.85844
166,0.85912
167,0.858
168,0.85588
169,0.8574
170,0.8586
171,0.85904
172,0.85808
173,0.85892
174,0.85752
175,0.85888
176,0.85892
177,0.85664
178,0.85872
179,0.8586
180,0.85616
181,0.8582
182,0.8582
183,0.85944
184,0.85812
185,0.85812
186,0.8594
187,0.85876
188,0.85892
189,0.85988
190,0.85852
191,0.85952
192,0.8598
193,0.8592
194,0.8592
195,0.859
196,0.85844
197,0.85876
198,0.8584
199,0.85788
200,0.858
201,0.859
202,0.85456
203,0.85828
204,0.85984
205,0.85864
206,0.85944
207,0.85944
208,0.85888
209,0.8596
210,0.85896
211,0.85968
212,0.85868
213,0.85864
214,0.85972
215,0.8596
216,0.8594
217,0.85928
218,0.8604
219,0.85868
220,0.85944
221,0.86036
222,0.85884
223,0.85988
224,0.85804
225,0.85908
226,0.8582
227,0.85916
228,0.85916
229,0.86004
230,0.85916
231,0.85928
232,0.85788
233,0.85916
234,0.85916
235,0.86048
236,0.8602
237,0.85964
238,0.85944
239,0.85884
240,0.8596
241,0.85928
242,0.86
243,0.86016
244,0.8594
245,0.85944
246,0.86036
247,0.85944
248,0.85864
249,0.86104
250,0.85948
251,0.86072
252,0.86044
253,0.861
254,0.85916
255,0.85872
256,0.86012
257,0.86036
258,0.85972
259,0.85916
260,0.85904
261,0.86076
262,0.85964
263,0.85868
264,0.8598
265,0.85812
266,0.86064
267,0.86064
268,0.86036
269,0.85952
270,0.85944
271,0.85952
272,0.8608
273,0.86096
274,0.86048
275,0.86004
276,0.8582
277,0.85876
278,0.86056
279,0.85792
280,0.85888
281,0.86104
282,0.8606
283,0.8614
284,0.86128
285,0.86016
286,0.8586
287,0.86096
288,0.86132
289,0.85912
290,0.86064
291,0.86072
292,0.86068
293,0.8588
294,0.8588
295,0.86024
296,0.86012
297,0.86024
298,0.86024
299,0.86056
300,0.85748
301,0.8608
302,0.86056
303,0.86176
304,0.85992
305,0.86128
306,0.85856
307,0.85912
308,0.85988
309,0.86
310,0.85948
311,0.86016
312,0.86128
313,0.86004
314,0.8612
315,0.86072
316,0.8596
317,0.86048
318,0.85888
319,0.86044
320,0.861
321,0.85996
322,0.85948
323,0.86076
324,0.8592
325,0.85984
326,0.86124
327,0.86132
328,0.86032
329,0.85932
330,0.86148
331,0.86052
332,0.86056
333,0.85908
334,0.85912
335,0.85612
336,0.86076
337,0.86048
338,0.86068
339,0.86084
340,0.86012
341,0.86048
342,0.86128
343,0.8614
344,0.86096
345,0.86044
346,0.85948
347,0.8602
348,0.86052
349,0.8588
350,0.86132
351,0.86032
352,0.8606
353,0.85948
354,0.86136
355,0.86012
356,0.86064
357,0.86132
358,0.85828
359,0.86052
360,0.86156
361,0.8608
362,0.86204
363,0.86108
364,0.86044
365,0.86204
366,0.8592
367,0.85892
368,0.86144
369,0.85928
370,0.86024
371,0.86116
372,0.85776
373,0.85868
374,0.85952
375,0.86092
376,0.86008
377,0.8604
378,0.8602
379,0.8612
380,0.86028
381,0.86156
382,0.85976
383,0.86036
384,0.85988
385,0.85956
386,0.86048
387,0.85976
388,0.85492
389,0.86084
390,0.86144
391,0.8606
392,0.86108
393,0.85972
394,0.86092
395,0.86092
396,0.86112
397,0.86176
398,0.8616
399,0.86192
400,0.86
401,0.862
402,0.85976
403,0.86196
404,0.8592
405,0.8606
406,0.86196
407,0.85984
408,0.86068
409,0.8572
410,0.86144
411,0.8616
412,0.86008
413,0.86092
414,0.86188
415,0.86232
416,0.86008
417,0.8602
418,0.8608
419,0.8616
420,0.86064
421,0.86172
422,0.86252
423,0.86072
424,0.86116
425,0.86008
426,0.86312
427,0.86188
428,0.8604
429,0.86048
430,0.86024
431,0.85928
432,0.86124
433,0.86096
434,0.8612
435,0.86196
436,0.86216
437,0.86052
438,0.86
439,0.86076
440,0.86136
441,0.86204
442,0.86056
443,0.86052
444,0.86068
445,0.8594
446,0.86088
447,0.86096
448,0.86064
449,0.86092
450,0.86124
451,0.86204
452,0.86148
453,0.86184
454,0.85556
455,0.86148
456,0.8614
457,0.8592
458,0.8622
459,0.86176
460,0.86148
461,0.86176
462,0.8614
463,0.86032
464,0.86136
465,0.86048
466,0.86144
467,0.8602
468,0.86188
469,0.86204
470,0.86016
471,0.86216
472,0.86132
473,0.86128
474,0.86196
475,0.86128
476,0.8612
477,0.86196
478,0.86084
479,0.86092
480,0.86024
481,0.86136
482,0.86084
483,0.8614
484,0.85872
485,0.86076
486,0.86124
487,0.8612
488,0.85912
489,0.85988
490,0.86024
491,0.86236
492,0.861
493,0.86104
494,0.8618
495,0.8616
496,0.86168
497,0.86008
498,0.86032
499,0.86144
