,acc
0,0.83912
1,0.85168
2,0.85244
3,0.85396
4,0.8538
5,0.8554
6,0.85524
7,0.85844
8,0.85784
9,0.85768
10,0.8594
11,0.85664
12,0.85764
13,0.85776
14,0.86052
15,0.85532
16,0.86116
17,0.86148
18,0.8618
19,0.86076
20,0.86252
21,0.86368
22,0.86408
23,0.86188
24,0.8616
25,0.86136
26,0.8658
27,0.86376
28,0.8656
29,0.8646
30,0.8674
31,0.86748
32,0.86672
33,0.86584
34,0.86712
35,0.86976
36,0.86872
37,0.86912
38,0.86396
39,0.86384
40,0.86804
41,0.86676
42,0.87068
43,0.86932
44,0.87056
45,0.8686
46,0.86716
47,0.87104
48,0.872
49,0.87096
50,0.87396
51,0.87476
52,0.87472
53,0.8736
54,0.8704
55,0.87316
56,0.87228
57,0.87452
58,0.8754
59,0.87456
60,0.87832
61,0.87432
62,0.87808
63,0.87632
64,0.87796
65,0.87708
66,0.87688
67,0.87668
68,0.87976
69,0.87268
70,0.88004
71,0.8754
72,0.87944
73,0.88208
74,0.87952
75,0.87832
76,0.88084
77,0.87892
78,0.88236
79,0.88124
80,0.87912
81,0.87912
82,0.87924
83,0.87932
84,0.88108
85,0.88372
86,0.88224
87,0.88316
88,0.88356
89,0.88352
90,0.88072
91,0.87888
92,0.88144
93,0.88248
94,0.88444
95,0.88184
96,0.8826
97,0.88372
98,0.88252
99,0.8852
100,0.88352
101,0.88576
102,0.88184
103,0.88524
104,0.88464
105,0.88976
106,0.88168
107,0.88636
108,0.8892
109,0.88752
110,0.88664
111,0.88468
112,0.8856
113,0.888
114,0.88752
115,0.88672
116,0.8878
117,0.88712
118,0.8858
119,0.8876
120,0.88696
121,0.88576
122,0.88832
123,0.88972
124,0.8876
125,0.88896
126,0.88824
127,0.88544
128,0.885
129,0.88204
130,0.89036
131,0.89108
132,0.88624
133,0.89028
134,0.88688
135,0.8916
136,0.8898
137,0.89096
138,0.88676
139,0.88688
140,0.88732
141,0.89108
142,0.88872
143,0.89328
144,0.88848
145,0.88944
146,0.88976
147,0.8898
148,0.88992
149,0.89064
150,0.8894
151,0.89288
152,0.89464
153,0.88472
154,0.89048
155,0.89136
156,0.89312
157,0.89108
158,0.89084
159,0.89212
160,0.89184
161,0.89112
162,0.893
163,0.89452
164,0.8918
165,0.89296
166,0.89156
167,0.89404
168,0.89064
169,0.88852
170,0.8932
171,0.88908
172,0.89336
173,0.89812
174,0.89488
175,0.89284
176,0.89248
177,0.89796
178,0.89072
179,0.89044
180,0.8956
181,0.89048
182,0.89468
183,0.8946
184,0.89352
185,0.89572
186,0.89472
187,0.89188
188,0.89224
189,0.89388
190,0.89588
191,0.89164
192,0.8958
193,0.894
194,0.89332
195,0.89268
196,0.8952
197,0.89136
198,0.89252
199,0.88616
200,0.89492
201,0.89344
202,0.89432
203,0.89728
204,0.89224
205,0.89468
206,0.89544
207,0.8918
208,0.89004
209,0.88932
210,0.89224
211,0.89712
212,0.89616
213,0.89376
214,0.89444
215,0.89512
216,0.89216
217,0.89788
218,0.89752
219,0.89448
220,0.89716
221,0.89848
222,0.88916
223,0.89988
224,0.89316
225,0.89612
226,0.89224
227,0.89924
228,0.89156
229,0.89788
230,0.89656
231,0.89452
232,0.89624
233,0.89472
234,0.89948
235,0.89784
236,0.89964
237,0.89572
238,0.8956
239,0.89712
240,0.89116
241,0.89516
242,0.8988
243,0.88844
244,0.89368
245,0.89504
246,0.89308
247,0.8978
248,0.89284
249,0.89436
250,0.89792
251,0.89676
252,0.89588
253,0.8996
254,0.89548
255,0.9012
256,0.89528
257,0.90084
258,0.89404
259,0.89712
260,0.89616
261,0.9014
262,0.89636
263,0.90004
264,0.89468
265,0.9028
266,0.89924
267,0.8954
268,0.89948
269,0.89656
270,0.90012
271,0.88376
272,0.89732
273,0.89396
274,0.89456
275,0.88916
276,0.9026
277,0.8988
278,0.9004
279,0.89168
280,0.89768
281,0.90248
282,0.90044
283,0.8962
284,0.89592
285,0.89636
286,0.89764
287,0.89488
288,0.90192
289,0.8976
290,0.89844
291,0.89456
292,0.90112
293,0.90192
294,0.89712
295,0.90244
296,0.89556
297,0.90236
298,0.8986
299,0.90352
300,0.90372
301,0.90068
302,0.90148
303,0.8978
304,0.89992
305,0.9004
306,0.8978
307,0.90424
308,0.90076
309,0.8974
310,0.90244
311,0.90244
312,0.90044
313,0.901
314,0.90192
315,0.90044
316,0.89812
317,0.90016
318,0.90348
319,0.90036
320,0.9008
321,0.9016
322,0.90292
323,0.9006
324,0.90256
325,0.9006
326,0.89576
327,0.90144
328,0.8996
329,0.90164
330,0.89856
331,0.90216
332,0.904
333,0.8962
334,0.90228
335,0.89464
336,0.90348
337,0.89816
338,0.90388
339,0.9038
340,0.901
341,0.903
342,0.89956
343,0.9008
344,0.90168
345,0.90328
346,0.8994
347,0.9044
348,0.90072
349,0.89616
350,0.9018
351,0.904
352,0.89024
353,0.90176
354,0.89764
355,0.89548
356,0.90304
357,0.90136
358,0.90168
359,0.90416
360,0.9022
361,0.90108
362,0.90588
363,0.8956
364,0.899
365,0.90444
366,0.90048
367,0.90092
368,0.90292
369,0.90216
370,0.894
371,0.904
372,0.90496
373,0.90744
374,0.89792
375,0.90168
376,0.89868
377,0.90368
378,0.89988
379,0.90404
380,0.90084
381,0.90124
382,0.90136
383,0.8962
384,0.90136
385,0.89848
386,0.89636
387,0.90292
388,0.90652
389,0.90336
390,0.90212
391,0.90228
392,0.90128
393,0.90116
394,0.90748
395,0.90024
396,0.9
397,0.90272
398,0.90176
399,0.90252
400,0.90148
401,0.90692
402,0.89168
403,0.90144
404,0.90192
405,0.90116
406,0.9022
407,0.90452
408,0.90268
409,0.90132
410,0.89472
411,0.90304
412,0.89216
413,0.90296
414,0.89376
415,0.89584
416,0.90448
417,0.90616
418,0.89904
419,0.89976
420,0.90068
421,0.90348
422,0.8988
423,0.90412
424,0.90432
425,0.90316
426,0.89816
427,0.90352
428,0.90508
429,0.9018
430,0.9046
431,0.903
432,0.902
433,0.90176
434,0.90236
435,0.8988
436,0.9022
437,0.9068
438,0.89816
439,0.89952
440,0.9056
441,0.9002
442,0.90276
443,0.9032
444,0.90648
445,0.90612
446,0.89528
447,0.89708
448,0.9024
449,0.906
450,0.90404
451,0.90452
452,0.90936
453,0.90556
454,0.89744
455,0.90456
456,0.9
457,0.90628
458,0.89968
459,0.8986
460,0.90712
461,0.90628
462,0.90144
463,0.90248
464,0.9054
465,0.90304
466,0.90232
467,0.90412
468,0.90108
469,0.90528
470,0.89916
471,0.90504
472,0.905
473,0.90404
474,0.9034
475,0.89936
476,0.89332
477,0.90104
478,0.90472
479,0.90476
480,0.89976
481,0.90412
482,0.9054
483,0.90628
484,0.89336
485,0.90296
486,0.90476
487,0.90264
488,0.90704
489,0.90308
490,0.90328
491,0.90012
492,0.8976
493,0.89908
494,0.9038
495,0.90276
496,0.89852
497,0.90268
498,0.90148
499,0.90328
