depth,mode,adaboost_acc,stump_errors
0,test,0.8752,[(0, 0.11920000000000158)]
0,training,0.8808,[(0, 0.11920000000000158)]
1,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158)]
1,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158)]
2,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158)]
2,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158)]
