,acc
0,0.84876
1,0.84924
2,0.84852
3,0.8492
4,0.85216
5,0.8546
6,0.85272
7,0.85624
8,0.85748
9,0.85828
10,0.8524
11,0.85592
12,0.85672
13,0.85904
14,0.85628
15,0.85848
16,0.8584
17,0.85872
18,0.85668
19,0.85616
20,0.85496
21,0.85616
22,0.86244
23,0.85668
24,0.85988
25,0.86144
26,0.86172
27,0.86112
28,0.86124
29,0.8602
30,0.85932
31,0.85772
32,0.8638
33,0.8628
34,0.86268
35,0.8618
36,0.86604
37,0.8626
38,0.86132
39,0.86392
40,0.85604
41,0.86292
42,0.8626
43,0.86656
44,0.86176
45,0.86552
46,0.86612
47,0.86476
48,0.86644
49,0.86708
50,0.86376
51,0.86804
52,0.86676
53,0.8678
54,0.86564
55,0.86536
56,0.86432
57,0.86736
58,0.86568
59,0.86844
60,0.8678
61,0.8654
62,0.85636
63,0.86584
64,0.86376
65,0.86988
66,0.86888
67,0.86708
68,0.86672
69,0.86984
70,0.86968
71,0.86748
72,0.86676
73,0.86724
74,0.8632
75,0.86724
76,0.87036
77,0.86612
78,0.86708
79,0.86752
80,0.8712
81,0.86736
82,0.86812
83,0.86732
84,0.87004
85,0.87136
86,0.8704
87,0.87
88,0.8696
89,0.86948
90,0.86444
91,0.86784
92,0.86992
93,0.86996
94,0.87276
95,0.87136
96,0.8672
97,0.868
98,0.8676
99,0.86784
100,0.869
101,0.87124
102,0.87272
103,0.8726
104,0.87072
105,0.87224
106,0.87068
107,0.87
108,0.8738
109,0.87
110,0.87376
111,0.87152
112,0.8696
113,0.8724
114,0.86864
115,0.87088
116,0.86848
117,0.8702
118,0.87396
119,0.87556
120,0.86996
121,0.87028
122,0.87252
123,0.87164
124,0.87216
125,0.87128
126,0.86764
127,0.86196
128,0.87428
129,0.8684
130,0.87368
131,0.87136
132,0.87484
133,0.86852
134,0.87184
135,0.8736
136,0.86808
137,0.87308
138,0.87196
139,0.87104
140,0.87292
141,0.87236
142,0.87376
143,0.87044
144,0.87224
145,0.87176
146,0.86776
147,0.87124
148,0.87056
149,0.87396
150,0.87196
151,0.87264
152,0.87264
153,0.868
154,0.87332
155,0.87276
156,0.86892
157,0.87368
158,0.86948
159,0.86868
160,0.87328
161,0.86988
162,0.87288
163,0.87064
164,0.87008
165,0.871
166,0.87276
167,0.87552
168,0.86928
169,0.87456
170,0.87276
171,0.87444
172,0.87156
173,0.87376
174,0.86828
175,0.873
176,0.87404
177,0.87496
178,0.87156
179,0.87128
180,0.87696
181,0.8734
182,0.8736
183,0.87256
184,0.87304
185,0.87272
186,0.87292
187,0.86808
188,0.87488
189,0.87416
190,0.87108
191,0.87408
192,0.87276
193,0.87228
194,0.87224
195,0.87272
196,0.86928
197,0.87212
198,0.87476
199,0.87164
200,0.87224
201,0.87312
202,0.86632
203,0.87344
204,0.87328
205,0.8732
206,0.87204
207,0.87016
208,0.87228
209,0.87308
210,0.87516
211,0.87208
212,0.87256
213,0.8744
214,0.87332
215,0.87532
216,0.87172
217,0.86644
218,0.87436
219,0.873
220,0.87508
221,0.86812
222,0.87568
223,0.87428
224,0.87868
225,0.87692
226,0.8722
227,0.86856
228,0.87052
229,0.87292
230,0.87404
231,0.87372
232,0.8708
233,0.87408
234,0.87536
235,0.8744
236,0.8766
237,0.87236
238,0.873
239,0.87072
240,0.87396
241,0.87356
242,0.8752
243,0.87264
244,0.87844
245,0.87432
246,0.87596
247,0.87392
248,0.87164
249,0.86992
250,0.87048
251,0.87524
252,0.87044
253,0.86968
254,0.8736
255,0.8742
256,0.87148
257,0.8742
258,0.87544
259,0.87184
260,0.87092
261,0.8716
262,0.87308
263,0.86948
264,0.87532
265,0.872
266,0.86472
267,0.86728
268,0.869
269,0.86816
270,0.87172
271,0.87176
272,0.87288
273,0.87324
274,0.87416
275,0.87312
276,0.8708
277,0.87176
278,0.87264
279,0.87176
280,0.87048
281,0.87368
282,0.8708
283,0.86996
284,0.87228
285,0.86908
286,0.87432
287,0.87388
288,0.8718
289,0.86912
290,0.86576
291,0.86784
292,0.87248
293,0.87216
294,0.87128
295,0.86948
296,0.87276
297,0.87132
298,0.87316
299,0.86932
300,0.87268
301,0.86972
302,0.87536
303,0.87096
304,0.87208
305,0.87236
306,0.87236
307,0.86756
308,0.87168
309,0.86996
310,0.87144
311,0.86332
312,0.8618
313,0.86692
314,0.86868
315,0.86628
316,0.87
317,0.86772
318,0.87096
319,0.8668
320,0.8676
321,0.86304
322,0.86956
323,0.86976
324,0.8686
325,0.8684
326,0.8564
327,0.87168
328,0.86712
329,0.87112
330,0.87304
331,0.86916
332,0.86896
333,0.87004
334,0.87096
335,0.86656
336,0.87192
337,0.8702
338,0.86848
339,0.8706
340,0.86888
341,0.8678
342,0.8698
343,0.8696
344,0.87372
345,0.86968
346,0.85796
347,0.86972
348,0.8674
349,0.87004
350,0.87112
351,0.8706
352,0.86956
353,0.8674
354,0.87012
355,0.84876
356,0.87184
357,0.86972
358,0.86868
359,0.86972
360,0.86796
361,0.87068
362,0.87172
363,0.87248
364,0.86944
365,0.87084
366,0.87256
367,0.87224
368,0.87184
369,0.87212
370,0.87
371,0.87168
372,0.8704
373,0.8696
374,0.86992
375,0.86584
376,0.87068
377,0.8634
378,0.86808
379,0.86676
380,0.87052
381,0.87068
382,0.8642
383,0.868
384,0.86948
385,0.87016
386,0.86932
387,0.86736
388,0.86804
389,0.87024
390,0.8684
391,0.86944
392,0.87076
393,0.87092
394,0.87016
395,0.8682
396,0.87004
397,0.8688
398,0.86956
399,0.87044
400,0.86748
401,0.8656
402,0.8682
403,0.86928
404,0.87164
405,0.871
406,0.87048
407,0.87168
408,0.86532
409,0.86936
410,0.87044
411,0.86844
412,0.86476
413,0.865
414,0.86416
415,0.8694
416,0.86856
417,0.86884
418,0.8678
419,0.87024
420,0.86976
421,0.86476
422,0.86844
423,0.86736
424,0.86556
425,0.86548
426,0.87184
427,0.87012
428,0.87108
429,0.8706
430,0.87248
431,0.86616
432,0.87044
433,0.86904
434,0.87096
435,0.86912
436,0.86876
437,0.87072
438,0.86768
439,0.8674
440,0.87032
441,0.86956
442,0.86812
443,0.86984
444,0.87108
445,0.87004
446,0.85724
447,0.86592
448,0.86632
449,0.86792
450,0.86816
451,0.86892
452,0.86588
453,0.86384
454,0.86316
455,0.86584
456,0.86856
457,0.86508
458,0.86764
459,0.86552
460,0.86192
461,0.85996
462,0.86524
463,0.86088
464,0.86344
465,0.8636
466,0.85808
467,0.85692
468,0.8652
469,0.86412
470,0.85968
471,0.86144
472,0.8668
473,0.8642
474,0.86352
475,0.86424
476,0.86464
477,0.86404
478,0.8612
479,0.86648
480,0.86456
481,0.8652
482,0.86328
483,0.86352
484,0.86544
485,0.86524
486,0.86596
487,0.8678
488,0.86816
489,0.86512
490,0.86692
491,0.86908
492,0.8706
493,0.86676
494,0.86724
495,0.86576
496,0.8688
497,0.8676
498,0.86948
499,0.86564
